label_index,image_ssd_mean,image_ssd_median,image_ssd_std,label_binary_dice_mean,label_binary_dice_median,label_binary_dice_std,label_tre_mean,label_tre_median,label_tre_std
-1,0.0002523370061350182,9.785320435184985e-05,0.00030904248659062916,,,,,,
